time,Close
2022-09-29 09:30:00-04:00,15.164999961853027
2022-09-29 10:00:00-04:00,15.079999923706055
2022-09-29 10:30:00-04:00,15.09000015258789
2022-09-29 11:00:00-04:00,15.21500015258789
2022-09-29 11:30:00-04:00,15.274999618530273
2022-09-29 12:00:00-04:00,15.229999542236328
2022-09-29 12:30:00-04:00,15.239999771118164
2022-09-29 13:00:00-04:00,15.255000114440918
2022-09-29 13:30:00-04:00,15.024999618530273
2022-09-29 14:00:00-04:00,15.029999732971191
2022-09-29 14:30:00-04:00,15.010000228881836
2022-09-29 15:00:00-04:00,15.079999923706055
2022-09-29 15:30:00-04:00,15.220000267028809
2022-09-30 09:30:00-04:00,15.420000076293945
2022-09-30 10:00:00-04:00,15.375
2022-09-30 10:30:00-04:00,15.305000305175781
2022-09-30 11:00:00-04:00,15.319999694824219
2022-09-30 11:30:00-04:00,15.194999694824219
2022-09-30 12:00:00-04:00,15.069999694824219
2022-09-30 12:30:00-04:00,15.239999771118164
2022-09-30 13:00:00-04:00,15.274999618530273
2022-09-30 13:30:00-04:00,15.220000267028809
2022-09-30 14:00:00-04:00,15.255000114440918
2022-09-30 14:30:00-04:00,15.15999984741211
2022-09-30 15:00:00-04:00,15.295000076293945
2022-09-30 15:30:00-04:00,15.1899995803833
2022-10-03 09:30:00-04:00,15.100000381469727
2022-10-03 10:00:00-04:00,15.449999809265137
2022-10-03 10:30:00-04:00,15.40999984741211
2022-10-03 11:00:00-04:00,15.5
2022-10-03 11:30:00-04:00,15.350000381469727
2022-10-03 12:00:00-04:00,15.345000267028809
2022-10-03 12:30:00-04:00,15.430000305175781
2022-10-03 13:00:00-04:00,15.460000038146973
2022-10-03 13:30:00-04:00,15.479999542236328
2022-10-03 14:00:00-04:00,15.649999618530273
2022-10-03 14:30:00-04:00,15.649999618530273
2022-10-03 15:00:00-04:00,15.675000190734863
2022-10-03 15:30:00-04:00,15.489999771118164
2022-10-04 09:30:00-04:00,16.329999923706055
2022-10-04 10:00:00-04:00,16.360000610351562
2022-10-04 10:30:00-04:00,16.440000534057617
2022-10-04 11:00:00-04:00,16.41010093688965
2022-10-04 11:30:00-04:00,16.415000915527344
2022-10-04 12:00:00-04:00,16.34000015258789
2022-10-04 12:30:00-04:00,16.264999389648438
2022-10-04 13:00:00-04:00,16.270000457763672
2022-10-04 13:30:00-04:00,16.299999237060547
2022-10-04 14:00:00-04:00,16.31999969482422
2022-10-04 14:30:00-04:00,16.44499969482422
2022-10-04 15:00:00-04:00,16.485000610351562
2022-10-04 15:30:00-04:00,16.700000762939453
2022-10-05 09:30:00-04:00,16.280000686645508
2022-10-05 10:00:00-04:00,15.960000038146973
2022-10-05 10:30:00-04:00,16.030000686645508
2022-10-05 11:00:00-04:00,15.989999771118164
2022-10-05 11:30:00-04:00,15.979999542236328
2022-10-05 12:00:00-04:00,16.05500030517578
2022-10-05 12:30:00-04:00,16.030000686645508
2022-10-05 13:00:00-04:00,16.139999389648438
2022-10-05 13:30:00-04:00,16.18000030517578
2022-10-05 14:00:00-04:00,16.204999923706055
2022-10-05 14:30:00-04:00,16.317100524902344
2022-10-05 15:00:00-04:00,16.44499969482422
2022-10-05 15:30:00-04:00,16.40999984741211
2022-10-06 09:30:00-04:00,16.21500015258789
2022-10-06 10:00:00-04:00,16.030000686645508
2022-10-06 10:30:00-04:00,16.219999313354492
2022-10-06 11:00:00-04:00,16.270000457763672
2022-10-06 11:30:00-04:00,16.190000534057617
2022-10-06 12:00:00-04:00,16.325000762939453
2022-10-06 12:30:00-04:00,16.25
2022-10-06 13:00:00-04:00,16.270000457763672
2022-10-06 13:30:00-04:00,16.239999771118164
2022-10-06 14:00:00-04:00,16.200000762939453
2022-10-06 14:30:00-04:00,16.165000915527344
2022-10-06 15:00:00-04:00,16.260000228881836
2022-10-06 15:30:00-04:00,16.1200008392334
2022-10-07 09:30:00-04:00,15.869999885559082
2022-10-07 10:00:00-04:00,15.949999809265137
2022-10-07 10:30:00-04:00,15.949999809265137
2022-10-07 11:00:00-04:00,15.84000015258789
2022-10-07 11:30:00-04:00,15.84000015258789
